# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Mon Jun 30 19:40:18 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: LSST ugrizy, Sept 2023, total filter throughputs R1.9 (all ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z        mbolmag  umag    gmag    rmag    imag    zmag    ymag
0.0028419 -0.73370 10.11594 0.8390185237 2.4316437101    0.753  1.727  3.7178  2.410    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.965e-03 0.452 2.094 0.938 0.430 0.239 0.169 0.125
0.0028419 -0.73370 10.11594 0.8390755057 2.4316615692    0.753  1.727  3.7182  2.412    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.452 2.089 0.936 0.429 0.240 0.170 0.126
0.0028419 -0.73370 10.11594 0.8391332626 2.4316796683    0.753  1.726  3.7188  2.416    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.454 2.084 0.935 0.431 0.243 0.173 0.130
0.0028419 -0.73370 10.11594 0.8391922116 2.4316981380    0.753  1.725  3.7195  2.420    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.459 2.079 0.936 0.434 0.247 0.179 0.136
0.0028419 -0.73370 10.11594 0.8392509222 2.4317165300    0.753  1.723  3.7203  2.425    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.464 2.075 0.937 0.438 0.252 0.185 0.143
0.0028419 -0.73370 10.11594 0.8393087387 2.4317346391    0.753  1.721  3.7211  2.430    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.468 2.071 0.938 0.442 0.258 0.191 0.150
0.0028419 -0.73370 10.11594 0.8393692970 2.4317536039    0.753  1.719  3.7218  2.435    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.965e-03 0.473 2.066 0.939 0.446 0.263 0.197 0.156
0.0028419 -0.73370 10.11594 0.8394258022 2.4317712965    0.753  1.717  3.7224  2.439    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.477 2.063 0.939 0.449 0.267 0.201 0.161
0.0028419 -0.73370 10.11594 0.8394870162 2.4317904604    0.753  1.716  3.7231  2.443    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.480 2.059 0.940 0.452 0.271 0.206 0.166
0.0028419 -0.73370 10.11594 0.8395464420 2.4318090615    0.753  1.715  3.7236  2.447    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.965e-03 0.483 2.056 0.940 0.454 0.274 0.210 0.171
0.0028419 -0.73370 10.11594 0.8396046758 2.4318272864    0.753  1.714  3.7241  2.450    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.486 2.052 0.940 0.456 0.277 0.213 0.174
0.0028419 -0.73370 10.11594 0.8396511674 2.4318418345    0.753  1.713  3.7244  2.451    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.487 2.050 0.940 0.457 0.278 0.215 0.176
0.0028419 -0.73370 10.11594 0.8396629691 2.4318455272    0.753  1.713  3.7245  2.452    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.487 2.050 0.940 0.457 0.279 0.215 0.177
0.0028419 -0.73370 10.11594 0.8397210836 2.4318637090    0.753  1.713  3.7248  2.454    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.488 2.047 0.939 0.458 0.280 0.217 0.179
0.0028419 -0.73370 10.11594 0.8397774696 2.4318813473    0.753  1.713  3.7250  2.455    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.488 2.044 0.938 0.458 0.280 0.218 0.179
0.0028419 -0.73370 10.11594 0.8398361802 2.4318997099    0.754  1.713  3.7252  2.455    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.488 2.042 0.937 0.457 0.280 0.217 0.179
0.0028419 -0.73370 10.11594 0.8398955464 2.4319182745    0.754  1.713  3.7252  2.455    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.486 2.040 0.935 0.455 0.278 0.216 0.178
0.0028419 -0.73370 10.11594 0.8399518728 2.4319358858    0.754  1.714  3.7252  2.454    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.484 2.038 0.933 0.453 0.276 0.213 0.175
0.0028419 -0.73370 10.11594 0.8400127292 2.4319549103    0.754  1.716  3.7251  2.452    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.965e-03 0.480 2.036 0.930 0.449 0.272 0.209 0.171
0.0028419 -0.73370 10.11594 0.8400721550 2.4319734846    0.754  1.718  3.7248  2.449    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.475 2.035 0.926 0.445 0.267 0.204 0.166
0.0028419 -0.73370 10.11594 0.8400844336 2.4319773220    0.754  1.718  3.7247  2.448    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.474 2.034 0.926 0.444 0.266 0.203 0.164
0.0028419 -0.73370 10.11594 0.8401403427 2.4319947938    0.754  1.721  3.7243  2.444    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.468 2.033 0.921 0.438 0.259 0.196 0.157
0.0028419 -0.73370 10.11594 0.8401983380 2.4320129147    0.754  1.724  3.7238  2.439    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.460 2.031 0.916 0.430 0.251 0.187 0.148
0.0028419 -0.73370 10.11594 0.8402588964 2.4320318333    0.754  1.728  3.7232  2.432    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.450 2.028 0.909 0.421 0.241 0.176 0.137
0.0028419 -0.73370 10.11594 0.8403168917 2.4320499483    0.754  1.732  3.7226  2.426    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.440 2.026 0.902 0.412 0.230 0.164 0.124
0.0028419 -0.73370 10.11594 0.8403726816 2.4320673717    0.754  1.737  3.7218  2.418    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.428 2.023 0.894 0.401 0.218 0.152 0.111
0.0028419 -0.73370 10.11594 0.8404285312 2.4320848111    0.754  1.742  3.7210  2.410    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.415 2.020 0.885 0.389 0.204 0.137 0.096
0.0028419 -0.73370 10.11594 0.8404852152 2.4321025083    0.754  1.748  3.7201  2.401    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.401 2.016 0.875 0.375 0.189 0.121 0.080
0.0028419 -0.73370 10.11594 0.8405410647 2.4321199423    0.754  1.752  3.7195  2.393    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.390 2.013 0.866 0.365 0.177 0.109 0.067
0.0028419 -0.73370 10.11594 0.8406018615 2.4321389176    0.754  1.756  3.7191  2.388    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.380 2.009 0.859 0.356 0.168 0.099 0.056
0.0028419 -0.73370 10.11594 0.8406589627 2.4321567366    0.754  1.761  3.7182  2.379    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.367 2.008 0.851 0.344 0.154 0.084 0.041
0.0028419 -0.73370 10.11594 0.8407167792 2.4321747759    0.755  1.781  3.7155  2.349    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.318 1.995 0.816 0.298 0.104 0.031 -0.015
0.0028419 -0.73370 10.11594 0.8407730460 2.4321923291    0.755  1.811  3.7116  2.303    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.242 1.973 0.762 0.228 0.026 -0.051 -0.100
0.0028419 -0.73370 10.11594 0.8408065438 2.4322027778    0.755  1.846  3.7072  2.251    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.965e-03 0.155 1.948 0.700 0.148 -0.062 -0.144 -0.196
0.0028419 -0.73370 10.11594 0.8408226967 2.4322078159    0.755  1.881  3.7030  2.199    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 0.069 1.924 0.638 0.069 -0.148 -0.235 -0.292
0.0028419 -0.73370 10.11594 0.8408312798 2.4322104929    0.755  1.919  3.6984  2.143    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 -0.027 1.897 0.570 -0.018 -0.244 -0.336 -0.396
0.0028419 -0.73370 10.11594 0.8408353329 2.4322117571    0.755  1.956  3.6941  2.089    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 -0.119 1.873 0.506 -0.101 -0.335 -0.432 -0.496
0.0028419 -0.73370 10.11594 0.8408375382 2.4322124449    0.755  1.992  3.6900  2.035    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 -0.211 1.847 0.440 -0.184 -0.426 -0.528 -0.596
0.0028419 -0.73370 10.11594 0.8408388495 2.4322128538    0.755  2.026  3.6864  1.987    4  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.344e-01 2.626e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 2.964e-03 -0.295 1.827 0.382 -0.258 -0.508 -0.614 -0.685
0.0028419 -0.73370 10.11594 0.8408394456 2.4322130397    0.755  2.046  3.6843  1.958    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -4.03e-12      0.00 7.344e-01 2.612e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.391e-03 -0.346 1.821 0.347 -0.305 -0.558 -0.667 -0.739
0.0028419 -0.73370 10.11594 0.8408402801 2.4322133000    0.755  2.080  3.6809  1.912    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -3.98e-10      0.00 7.344e-01 2.611e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.527e-03 -0.429 1.813 0.289 -0.384 -0.642 -0.754 -0.829
0.0028419 -0.73370 10.11594 0.8408411741 2.4322135788    0.755  2.117  3.6773  1.860    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.563e-03 -0.523 1.804 0.225 -0.471 -0.735 -0.851 -0.928
0.0028419 -0.73370 10.11594 0.8408421874 2.4322138949    0.754  2.142  3.6748  1.825    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.563e-03 -0.586 1.799 0.183 -0.530 -0.798 -0.916 -0.995
0.0028419 -0.73370 10.11594 0.8408446908 2.4322146756    0.754  2.144  3.6747  1.822    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.81e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.563e-03 -0.591 1.798 0.179 -0.535 -0.803 -0.921 -1.001
0.0028419 -0.73370 10.11594 0.8408472538 2.4322154749    0.754  2.130  3.6761  1.842    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.563e-03 -0.555 1.801 0.203 -0.502 -0.767 -0.884 -0.963
0.0028419 -0.73370 10.11594 0.8408762217 2.4322245089    0.752  2.127  3.6762  1.844    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.563e-03 -0.549 1.803 0.208 -0.496 -0.761 -0.878 -0.956
0.0028419 -0.73370 10.11594 0.8409011960 2.4322322969    0.750  2.166  3.6724  1.788    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -2.09e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.563e-03 -0.646 1.798 0.144 -0.585 -0.857 -0.978 -1.059
0.0028419 -0.73370 10.11594 0.8409180641 2.4322375568    0.748  2.207  3.6684  1.731    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -2.64e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.563e-03 -0.747 1.798 0.079 -0.677 -0.956 -1.081 -1.165
0.0028419 -0.73370 10.11594 0.8409323096 2.4322419986    0.746  2.245  3.6647  1.677    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -3.28e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.563e-03 -0.842 1.801 0.019 -0.763 -1.048 -1.178 -1.264
0.0028419 -0.73370 10.11594 0.8409485817 2.4322470722    0.743  2.286  3.6608  1.619    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -4.16e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.563e-03 -0.944 1.805 -0.046 -0.855 -1.147 -1.281 -1.369
0.0028419 -0.73370 10.11594 0.8409634233 2.4322516995    0.740  2.325  3.6571  1.563    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -5.21e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.563e-03 -1.043 1.811 -0.108 -0.942 -1.240 -1.379 -1.470
0.0028419 -0.73370 10.11594 0.8409768343 2.4322558807    0.737  2.365  3.6534  1.506    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -6.56e-09      0.00 7.344e-01 2.610e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.562e-03 -1.142 1.822 -0.168 -1.028 -1.332 -1.476 -1.570
0.0028419 -0.73370 10.11594 0.8409889340 2.4322596529    0.733  2.404  3.6498  1.451    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -8.24e-09      0.00 7.344e-01 2.611e-01 4.891e-04 1.737e-04 1.298e-03 -1.000 4.532e-03 -1.239 1.830 -0.227 -1.109 -1.423 -1.572 -1.669
0.0028419 -0.73370 10.11594 0.8409997225 2.4322630162    0.728  2.442  3.6463  1.395    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-08      0.00 7.344e-01 2.611e-01 4.890e-04 1.737e-04 1.298e-03 -1.000 4.514e-03 -1.335 1.842 -0.282 -1.187 -1.510 -1.665 -1.766
0.0028419 -0.73370 10.11594 0.8410094976 2.4322660635    0.723  2.480  3.6428  1.340    7  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-08      0.00 7.344e-01 2.611e-01 4.887e-04 1.738e-04 1.298e-03 -1.000 4.509e-03 -1.431 1.855 -0.337 -1.265 -1.597 -1.758 -1.862
0.0028419 -0.73370 10.11594 0.8410183191 2.4322688134    0.717  2.519  3.6393  1.284    7  0.000  0.503    10.23     7.67     5.35     4.17     3.38  3  -1.6e-08      0.00 7.344e-01 2.611e-01 4.879e-04 1.742e-04 1.298e-03 -1.000 4.452e-03 -1.526 1.868 -0.391 -1.342 -1.684 -1.850 -1.958
0.0028419 -0.73370 10.11594 0.8410264850 2.4322713589    0.711  2.557  3.6342  1.222    7  0.000  0.500    11.66     8.57     5.95     4.65     3.76  2 -2.01e-08      0.00 7.344e-01 2.612e-01 4.861e-04 1.756e-04 1.298e-03 -1.000 4.368e-03 -1.622 1.924 -0.425 -1.408 -1.764 -1.939 -2.053
0.0028419 -0.73370 10.11594 0.8410302997 2.4322725481    0.707  2.576  3.6309  1.187    7  0.000  0.499    12.53     9.10     6.30     4.93     3.99  2 -2.26e-08      0.00 7.344e-01 2.612e-01 4.847e-04 1.769e-04 1.298e-03 -1.000 4.372e-03 -1.669 1.974 -0.432 -1.436 -1.802 -1.982 -2.100
0.0028419 -0.73370 10.11594 0.8410374522 2.4322747776    0.698  2.613  3.6266  1.128    7  0.000  0.494    14.18    10.11     6.96     5.46     4.42  2 -2.84e-08      0.00 7.344e-01 2.612e-01 4.807e-04 1.810e-04 1.298e-03 -1.000 4.400e-03 -1.762 2.017 -0.470 -1.502 -1.882 -2.069 -2.192
0.0028419 -0.73370 10.11594 0.8410444260 2.4322769514    0.688  2.651  3.6209  1.061    7  0.000  0.489    16.30    11.36     7.79     6.11     4.95  2 -3.58e-08      0.00 7.344e-01 2.612e-01 4.760e-04 1.865e-04 1.298e-03 -1.000 4.402e-03 -1.856 2.101 -0.489 -1.559 -1.956 -2.154 -2.284
0.0028419 -0.73370 10.11594 0.8410511613 2.4322790508    0.676  2.688  3.6173  1.001    7  0.000  0.483    18.45    12.61     8.60     6.77     5.48  2 -4.61e-08      0.00 7.344e-01 2.613e-01 4.708e-04 1.927e-04 1.298e-03 -1.000 4.326e-03 -1.951 2.132 -0.530 -1.627 -2.037 -2.242 -2.376
0.0028419 -0.73370 10.11594 0.8410575986 2.4322810573    0.660  2.726  3.6140  0.940    7  0.000  0.479    20.88    13.98     9.48     7.48     6.06  2 -5.95e-08      0.00 7.343e-01 2.613e-01 4.660e-04 1.986e-04 1.298e-03 -1.000 4.361e-03 -2.044 2.166 -0.571 -1.695 -2.119 -2.330 -2.469
0.0028419 -0.73370 10.11594 0.8410635591 2.4322829152    0.642  2.762  3.6111  0.880    7  0.000  0.474    23.61    15.49    10.45     8.26     6.69  1 -7.76e-08      0.00 7.343e-01 2.613e-01 4.617e-04 2.037e-04 1.298e-03 -1.000 4.362e-03 -2.135 2.195 -0.613 -1.764 -2.199 -2.416 -2.559
0.0028419 -0.73370 10.11594 0.8410691023 2.4322846429    0.618  2.799  3.6087  0.817    7  0.000  0.470    26.79    17.18    11.53     9.14     7.40  1 -1.03e-07      0.00 7.343e-01 2.614e-01 4.579e-04 2.084e-04 1.298e-03 -1.000 4.303e-03 -2.228 2.210 -0.662 -1.837 -2.283 -2.505 -2.651
0.0028419 -0.73370 10.11594 0.8410736918 2.4322860734    0.593  2.835  3.6075  0.759    7  0.000  0.467    30.12    18.89    12.61    10.03     8.12  1  -1.4e-07      0.00 7.343e-01 2.614e-01 4.549e-04 2.121e-04 1.298e-03 -1.000 4.308e-03 -2.316 2.197 -0.723 -1.914 -2.367 -2.592 -2.740
0.0028419 -0.73370 10.11594 0.8410769701 2.4322870952    0.569  2.866  3.6083  0.713    7  0.000  0.465    32.96    20.30    13.49    10.76     8.71  1 -1.85e-07      0.00 7.343e-01 2.614e-01 4.526e-04 2.149e-04 1.298e-03 -1.000 4.292e-03 -2.394 2.135 -0.802 -1.997 -2.448 -2.672 -2.820
0.0028419 -0.73370 10.11594 0.8410798311 2.4322879869    0.543  2.897  3.6144  0.686    7  0.000  0.463    34.66    21.08    13.97    11.17     9.04  1 -2.44e-07      0.00 7.342e-01 2.615e-01 4.505e-04 2.175e-04 1.298e-03 -1.000 4.295e-03 -2.472 1.931 -0.954 -2.120 -2.551 -2.765 -2.905
0.0028419 -0.73370 10.11594 0.8410818577 2.4322886185    0.507  2.922  3.6389  0.728    7  0.000  0.460    31.21    19.18    12.75    10.20     8.25  1 -3.02e-07      0.00 7.342e-01 2.615e-01 4.482e-04 2.204e-04 1.298e-03 -1.000 4.314e-03 -2.536 1.220 -1.320 -2.349 -2.707 -2.877 -2.988
0.0028419 -0.73370 10.11594 1.0575710535 2.4842164518    0.537 -9.999  3.6010  7.943    9  0.538  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.223e-01 2.747e-01 4.421e-04 2.711e-04 1.325e-03 -1.000 3.025e-03 29.767 33.663 31.352 30.119 29.563 29.322 29.183
