# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Mon Jun 30 19:40:18 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: LSST ugrizy, Sept 2023, total filter throughputs R1.9 (all ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z        mbolmag  umag    gmag    rmag    imag    zmag    ymag
0.0028419 -0.73370 10.11594 0.0900000036 1.0816895926    0.090 -3.281  3.4246  5.323    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.93e-18      0.00 7.408e-01 2.562e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 12.972 20.361 18.085 16.372 13.763 12.730 12.273
0.0028419 -0.73370 10.11594 0.0912794471 1.0938340321    0.091 -3.252  3.4287  5.317    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-17      0.00 7.407e-01 2.563e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 12.899 20.242 17.880 16.175 13.647 12.642 12.199
0.0028419 -0.73370 10.11594 0.0995957851 1.1677209598    0.100 -3.071  3.4540  5.275    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -6.4e-17      0.00 7.398e-01 2.572e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 12.446 19.430 16.685 15.059 12.956 12.110 11.740
0.0028419 -0.73370 10.11594 0.1187873632 1.3112705487    0.119 -2.802  3.4866  5.213    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-16      0.00 7.380e-01 2.590e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 11.776 18.044 15.142 13.578 12.029 11.377 11.083
0.0028419 -0.73370 10.11594 0.1379789412 1.4274480842    0.138 -2.618  3.5058  5.170    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-17      0.00 7.365e-01 2.605e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 11.314 17.076 14.245 12.725 11.451 10.897 10.639
0.0028419 -0.73370 10.11594 0.1571705043 1.5243140783    0.157 -2.475  3.5184  5.135    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.88e-16      0.00 7.353e-01 2.617e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 10.959 16.383 13.631 12.143 11.029 10.535 10.297
0.0028419 -0.73370 10.11594 0.1955536604 1.6785730773    0.195 -2.256  3.5348  5.075    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.58e-16      0.00 7.336e-01 2.634e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 10.410 15.432 12.796 11.363 10.411 9.982 9.767
0.0028419 -0.73370 10.11594 0.2435325980 1.8236281576    0.243 -2.050  3.5474  5.014    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.33e-18      0.00 7.330e-01 2.640e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 9.894 14.629 12.083 10.694 9.850 9.466 9.266
0.0028419 -0.73370 10.11594 0.2915115356 1.9355950555    0.291 -1.889  3.5564  4.969    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.56e-17      0.00 7.330e-01 2.640e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 9.494 14.044 11.556 10.198 9.423 9.068 8.879
0.0028419 -0.73370 10.11594 0.3394904435 2.0258484891    0.339 -1.755  3.5641  4.931    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.81e-16      0.00 7.406e-01 2.564e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 9.157 13.561 11.119 9.786 9.065 8.735 8.554
0.0028419 -0.73370 10.11594 0.3874693811 2.1008777099    0.387 -1.610  3.5746  4.886    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-15      0.00 7.428e-01 2.542e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 8.795 13.015 10.630 9.333 8.679 8.378 8.208
0.0028419 -0.73370 10.11594 0.4354483485 2.1647074556    0.435 -1.447  3.5886  4.830    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.62e-15      0.00 7.429e-01 2.541e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 8.388 12.374 10.066 8.825 8.245 7.980 7.824
0.0028419 -0.73370 10.11594 0.4834272265 2.2199922735    0.483 -1.266  3.6088  4.775    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.02e-15      0.00 7.429e-01 2.541e-01 5.419e-04 1.462e-04 1.326e-03 -1.000 3.014e-03 7.935 11.610 9.403 8.260 7.762 7.537 7.399
0.0028419 -0.73370 10.11594 0.5314062238 2.2676422425    0.531 -1.059  3.6377  4.725    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -6.54e-15      0.00 7.652e-01 2.321e-01 4.901e-04 1.323e-04 1.200e-03 -1.000 2.710e-03 7.418 10.680 8.595 7.611 7.218 7.044 6.930
0.0028419 -0.73370 10.11594 0.5793851018 2.3065754359    0.578 -0.852  3.6704  4.685    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-14      0.00 7.821e-01 2.153e-01 4.653e-04 1.257e-04 1.140e-03 -1.000 2.569e-03 6.899 9.560 7.739 6.961 6.673 6.552 6.467
0.0028419 -0.73370 10.11594 0.6273640394 2.3387416078    0.627 -0.651  3.7019  4.646    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-14      0.00 7.884e-01 2.090e-01 4.544e-04 1.228e-04 1.115e-03 -1.000 2.559e-03 6.398 8.446 6.992 6.378 6.157 6.073 6.018
0.0028419 -0.73370 10.11594 0.6275870800 2.3388779847    0.627 -0.650  3.7020  4.645    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.69e-14      0.00 7.884e-01 2.090e-01 4.544e-04 1.227e-04 1.114e-03 -1.000 2.559e-03 6.395 8.441 6.989 6.376 6.154 6.070 6.016
0.0028419 -0.73370 10.11594 0.6409848332 2.3468702015    0.640 -0.594  3.7107  4.633    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1  -6.7e-15      0.00 7.905e-01 2.069e-01 4.511e-04 1.219e-04 1.107e-03 -1.000 2.553e-03 6.254 8.156 6.796 6.220 6.014 5.940 5.893
0.0028419 -0.73370 10.11594 0.6534480453 2.3539675592    0.653 -0.541  3.7186  4.620    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -4.92e-16      0.00 7.925e-01 2.050e-01 4.480e-04 1.210e-04 1.100e-03 -1.000 2.500e-03 6.122 7.901 6.621 6.078 5.886 5.820 5.780
0.0028419 -0.73370 10.11594 0.6650822163 2.3603175002    0.664 -0.491  3.7258  4.607    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-17      0.00 7.943e-01 2.032e-01 4.450e-04 1.203e-04 1.093e-03 -1.000 2.468e-03 5.998 7.674 6.462 5.946 5.766 5.707 5.673
0.0028419 -0.73370 10.11594 0.6753430367 2.3657095638    0.675 -0.447  3.7321  4.595    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.75e-14      0.00 7.960e-01 2.015e-01 4.424e-04 1.196e-04 1.086e-03 -1.000 2.458e-03 5.888 7.478 6.324 5.831 5.660 5.607 5.578
0.0028419 -0.73370 10.11594 0.6861193776 2.3711733216    0.685 -0.400  3.7382  4.579    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.09e-14      0.00 7.981e-01 1.995e-01 4.378e-04 1.186e-04 1.078e-03 -1.000 2.448e-03 5.771 7.281 6.181 5.709 5.549 5.501 5.478
0.0028419 -0.73370 10.11594 0.6980069280 2.3769759859    0.697 -0.348  3.7449  4.561    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-18      0.00 8.004e-01 1.972e-01 4.328e-04 1.175e-04 1.068e-03 -1.000 2.404e-03 5.640 7.071 6.023 5.575 5.425 5.384 5.365
0.0028419 -0.73370 10.11594 0.7089253664 2.3821088996    0.708 -0.299  3.7508  4.542    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1  -7.2e-17      0.00 8.026e-01 1.950e-01 4.281e-04 1.165e-04 1.059e-03 -1.000 2.397e-03 5.517 6.882 5.878 5.451 5.310 5.275 5.260
0.0028419 -0.73370 10.11594 0.7193225026 2.3868305444    0.719 -0.251  3.7562  4.522    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -8.24e-16      0.00 8.048e-01 1.929e-01 4.236e-04 1.155e-04 1.050e-03 -1.000 2.358e-03 5.397 6.705 5.739 5.331 5.199 5.169 5.158
0.0028419 -0.73370 10.11594 0.7241688967 2.3889782313    0.723 -0.228  3.7587  4.512    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.98e-14      0.00 8.058e-01 1.919e-01 4.215e-04 1.150e-04 1.046e-03 -1.000 2.355e-03 5.339 6.621 5.673 5.273 5.145 5.118 5.109
0.0028419 -0.73370 10.11594 0.7293522358 2.3912389484    0.728 -0.203  3.7611  4.500    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.33e-14      0.00 8.071e-01 1.905e-01 4.189e-04 1.143e-04 1.040e-03 -1.000 2.351e-03 5.277 6.535 5.603 5.211 5.088 5.063 5.055
0.0028419 -0.73370 10.11594 0.7383282185 2.3950676259    0.737 -0.159  3.7651  4.477    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.89e-16      0.00 8.095e-01 1.882e-01 4.144e-04 1.132e-04 1.030e-03 -1.000 2.342e-03 5.167 6.388 5.480 5.102 4.985 4.964 4.959
0.0028419 -0.73370 10.11594 0.7470632792 2.3986921375    0.746 -0.114  3.7689  4.453    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.34e-18      0.00 8.119e-01 1.858e-01 4.098e-04 1.120e-04 1.020e-03 -1.000 2.352e-03 5.056 6.242 5.357 4.992 4.881 4.863 4.861
0.0028419 -0.73370 10.11594 0.7549474239 2.4018808875    0.754 -0.073  3.7721  4.428    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.36e-17      0.00 8.141e-01 1.836e-01 4.056e-04 1.110e-04 1.010e-03 -1.000 2.320e-03 4.952 6.110 5.243 4.889 4.784 4.769 4.769
0.0028419 -0.73370 10.11594 0.7627202272 2.4049505063    0.762 -0.029  3.7751  4.402    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-16      0.00 8.163e-01 1.814e-01 4.014e-04 1.099e-04 1.001e-03 -1.000 2.302e-03 4.844 5.977 5.126 4.783 4.682 4.670 4.672
0.0028419 -0.73370 10.11594 0.7698820829 2.4077158459    0.769  0.012  3.7777  4.374    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-15      0.00 8.184e-01 1.793e-01 3.975e-04 1.089e-04 9.920e-04 -1.000 2.262e-03 4.740 5.852 5.014 4.680 4.584 4.575 4.578
0.0028419 -0.73370 10.11594 0.7729947567 2.4088993579    0.772  0.030  3.7787  4.362    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-14      0.00 8.194e-01 1.784e-01 3.957e-04 1.084e-04 9.880e-04 -1.000 2.238e-03 4.694 5.798 4.965 4.635 4.540 4.532 4.536
0.0028419 -0.73370 10.11594 0.7740104795 2.4092831915    0.773  0.037  3.7790  4.358    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.71e-14      0.00 8.198e-01 1.780e-01 3.950e-04 1.082e-04 9.863e-04 -1.000 2.228e-03 4.679 5.780 4.949 4.620 4.526 4.518 4.522
0.0028419 -0.73370 10.11594 0.7824227214 2.4124181111    0.781  0.088  3.7812  4.319    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -2.75e-14      0.00 8.232e-01 1.746e-01 3.890e-04 1.066e-04 9.719e-04 -1.000 2.197e-03 4.550 5.636 4.812 4.492 4.401 4.396 4.401
0.0028419 -0.73370 10.11594 0.7905266285 2.4153656792    0.789  0.141  3.7828  4.278    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1  -4.4e-14      0.00 8.255e-01 1.723e-01 3.850e-04 1.056e-04 9.625e-04 -1.000 2.158e-03 4.418 5.494 4.676 4.361 4.274 4.270 4.275
0.0028419 -0.73370 10.11594 0.7960002422 2.4173175466    0.794  0.178  3.7836  4.246    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-18      0.00 8.263e-01 1.715e-01 3.837e-04 1.053e-04 9.594e-04 -1.000 2.187e-03 4.324 5.395 4.579 4.268 4.182 4.178 4.184
0.0028419 -0.73370 10.11594 0.7996549606 2.4186037086    0.798  0.206  3.7836  4.221    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -6.11e-18      0.00 8.266e-01 1.712e-01 3.834e-04 1.052e-04 9.588e-04 -1.000 2.181e-03 4.256 5.327 4.510 4.200 4.114 4.111 4.116
0.0028419 -0.73370 10.11594 0.8056501746 2.4206845003    0.804  0.253  3.7829  4.174    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -5.34e-17      0.00 8.267e-01 1.712e-01 3.838e-04 1.053e-04 9.599e-04 -1.000 2.165e-03 4.137 5.212 4.392 4.081 3.994 3.990 3.995
0.0028419 -0.73370 10.11594 0.8117771745 2.4227745541    0.810  0.305  3.7809  4.117    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -4.99e-16      0.00 8.256e-01 1.722e-01 3.871e-04 1.062e-04 9.684e-04 -1.000 2.202e-03 4.007 5.092 4.267 3.950 3.860 3.854 3.858
0.0028419 -0.73370 10.11594 0.8128437400 2.4231346820    0.811  0.315  3.7804  4.106    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -7.38e-16      0.00 8.252e-01 1.725e-01 3.880e-04 1.065e-04 9.708e-04 -1.000 2.212e-03 3.983 5.071 4.244 3.926 3.835 3.829 3.833
0.0028419 -0.73370 10.11594 0.8171371818 2.4245734418    0.815  0.358  3.7760  4.048    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -3.64e-15      0.00 8.181e-01 1.796e-01 4.040e-04 1.108e-04 1.011e-03 -1.000 2.295e-03 3.876 4.995 4.149 3.818 3.720 3.710 3.711
0.0028419 -0.73370 10.11594 0.8211697936 2.4259090508    0.819  0.401  3.7681  3.975    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-14      0.00 8.021e-01 1.954e-01 4.352e-04 1.194e-04 1.088e-03 -1.000 2.482e-03 3.768 4.944 4.064 3.708 3.599 3.581 3.577
0.0028419 -0.73370 10.11594 0.8218206167 2.4261231924    0.820  0.408  3.7662  3.961    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.15e-14      0.00 7.984e-01 1.991e-01 4.419e-04 1.212e-04 1.104e-03 -1.000 2.520e-03 3.750 4.941 4.052 3.690 3.577 3.558 3.553
0.0028419 -0.73370 10.11594 0.8229798675 2.4265036585    0.821  0.421  3.7628  3.935    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 7.917e-01 2.057e-01 4.540e-04 1.244e-04 1.133e-03 -1.000 2.587e-03 3.718 4.935 4.031 3.658 3.540 3.517 3.509
0.0028419 -0.73370 10.11594 0.8247333169 2.4270768040    0.823  0.441  3.7543  3.881    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.99e-14      0.00 7.804e-01 2.170e-01 4.727e-04 1.294e-04 1.178e-03 -1.000 2.643e-03 3.668 4.956 4.009 3.609 3.477 3.446 3.433
0.0028419 -0.73370 10.11594 0.8261789083 2.4275472172    0.824  0.461  3.7449  3.824    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.62e-14      0.00 7.719e-01 2.254e-01 4.862e-04 1.331e-04 1.210e-03 -1.000 2.732e-03 3.617 4.988 3.993 3.563 3.416 3.375 3.356
